# Private Trades - 2025-06-08 - 2025-06-09T00:05:16.000Z;;;;;;;;
TradeId;Side;DeliveryStart;DeliveryEnd;ExecutionTime;Price;Currency;Volume;VolumeUnit
2043170781;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 20:22:39.214000+00:00;70.57;EUR;0.7;MWH
2043169957;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 20:21:59.395000+00:00;70.47;EUR;0.7;MWH
2043285583;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:44:47.582000+00:00;71.7;EUR;0.7;MWH
2043309694;SELL;2025-06-08 00:30:00+00:00;2025-06-08 00:45:00+00:00;2025-06-07 23:09:20.838000+00:00;60.16;EUR;0.2;MWH
2043167803;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 20:20:39.287000+00:00;67.98;EUR;0.8;MWH
2043297582;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:59:25.257000+00:00;47.59;EUR;0.05;MWH
2043279111;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:34:30.837000+00:00;57.62;EUR;0.05;MWH
2043277538;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:32:17.646000+00:00;58.01;EUR;0.05;MWH
2043275883;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:30:23.577000+00:00;56.41;EUR;0.05;MWH
2043284373;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:42:39.633000+00:00;63.36;EUR;0.05;MWH
2043297600;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:59:27.327000+00:00;48.59;EUR;0.05;MWH
2043285522;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:44:42.143000+00:00;62.5;EUR;0.05;MWH
2043242671;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 21:43:49.464000+00:00;56.29;EUR;0.05;MWH
2043284372;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:42:39.633000+00:00;63.36;EUR;0.05;MWH
2043352936;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:54:38.549000+00:00;21.17;EUR;0.05;MWH
2043323460;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:21:35.119000+00:00;27.64;EUR;0.05;MWH
2043341251;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:41:49.372000+00:00;32.64;EUR;0.05;MWH
2043321403;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:19:39.095000+00:00;38.22;EUR;0.05;MWH
2043169779;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 20:21:48.984000+00:00;62.59;EUR;0.05;MWH
2043236076;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 21:34:54.301000+00:00;58.98;EUR;0.05;MWH
2043323507;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:21:35.612000+00:00;27.65;EUR;0.05;MWH
2043285556;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:44:45.402000+00:00;62.39;EUR;0.1;MWH
2043305895;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:06:44.244000+00:00;45.4;EUR;0.1;MWH
2043288363;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:47:54.138000+00:00;57.26;EUR;0.1;MWH
2043341038;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:41:31.014000+00:00;32.65;EUR;0.1;MWH
2043340604;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:40:47.628000+00:00;32.94;EUR;0.1;MWH
2043280211;SELL;2025-06-08 00:45:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:36:02.312000+00:00;59.99;EUR;0.2;MWH
2043288326;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:47:50.218000+00:00;68.3;EUR;0.8;MWH
2043295477;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:57:09.096000+00:00;73.0;EUR;0.9;MWH
2043306914;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 23:07:28.065000+00:00;60.0;EUR;0.9;MWH
2043285565;SELL;2025-06-08 00:00:00+00:00;2025-06-08 01:00:00+00:00;2025-06-07 22:44:45.500000+00:00;71.76;EUR;1.0;MWH
2043191027;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:39:24.628000+00:00;55.6;EUR;0.1;MWH
2043175777;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:26:39.485000+00:00;60.74;EUR;0.1;MWH
2043175999;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:26:56.440000+00:00;58.96;EUR;0.1;MWH
2043176268;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:27:15.069000+00:00;59.97;EUR;0.1;MWH
2043176730;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:27:49.152000+00:00;59.84;EUR;0.1;MWH
2043176848;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:28:01.083000+00:00;60.39;EUR;0.1;MWH
2043177241;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:28:17.391000+00:00;60.29;EUR;0.1;MWH
2043177625;SELL;2025-06-08 01:00:00+00:00;2025-06-08 02:00:00+00:00;2025-06-07 20:28:33.821000+00:00;60.22;EUR;0.1;MWH
